Author,Author_id,Comment,Comment_id,Comment_like,Comment_reply,Comment_published,Video_title,Video_id,Comment_count,Video_like,Video_dislike
allkicks4me,UCD50I6b9SjmebPFMyeQceQA,"Cersei might go down as the greatest villain ever! 

Cersei
Darth Vader
Joker
Magneto
Shere Khan",Ugy3mPon_W8_TabWkfl4AaABAg,0,0,2019-04-20T02:06:29.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Bastard Poetry,UCH55pIG1wmRXBUTPNuyJwzw,"Cersei's such a badass. 

I hope she piledrives Kaleesee into the ocean.",UgzLlrB3x7utBubkM5l4AaABAg,0,0,2019-04-19T16:08:39.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Sirius Black,UC-vwNOdxryU6UdrOoqq9-Jw,When you haven’t a car,Ugzaiiyyo2tT-MtLRWF4AaABAg,0,0,2019-04-19T07:11:53.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Chris Paez,UCcteqFPfIivDgyHjU_NnX6w,"In the back of my mind, I know Cersei is plotting a thousand ways to kill the dragons in a poetic manner, with Dany in tow.",UgxK30M0u8iL85BCo294AaABAg,0,0,2019-04-18T17:35:11.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Shan E,UCyY1MfUuBkpKCnZI4h0u6_A,"Cersei: We’ve been here for some time 
Dany: My apologies 😌 
Love her idgaf attitude here",UgxEhrIAin_kgSCvknZ4AaABAg,0,0,2019-04-15T08:25:11.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Annie R,UCdHiZawtjGkomHh07dJp7uA,Am i the only one who cannot stop laughing at Cersei “we’ve been here for some time...” through gritted teeth hahahahh😂😂😂😂,Ugy-AGs9sPDN5R2mPY54AaABAg,0,0,2019-04-14T10:16:55.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Magical Molly,UCTM9gVrGSxuHJMg-MZqTXJg,I fucking LOVE how unimpressed Cersei is,UgzpUGOOqDZkUM5wGn14AaABAg,0,0,2019-04-13T16:44:01.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Laura Traxler,UCmz90qfsTSEjDmvnAGjjlLA,And that is how you make an entrance.... like a boss,Ugy79isa9-j_4lh76kp4AaABAg,0,0,2019-04-13T00:38:38.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Aidene ___,UCRy1JELOBWrVS5y4BsRp1UQ,I need Dany to teach me how to ALWAYS have such a badass entrance,UgweeRhmr08OCuq8aop4AaABAg,0,0,2019-04-12T20:14:37.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
msfmllc,UCAga-0XUirC0eGyehPbszQA,Ainda não me conformei com a perda de Vyserion 😢,Ugwd0v6exGoO7B2gXat4AaABAg,0,0,2019-04-12T12:32:16.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
David O'Callaghan,UC--M-7BFYrxtiLgTdR7k-rg,Like a boss...,UgywoV8kxnjtdXzcR3B4AaABAg,0,0,2019-04-12T00:36:13.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Astari Atelier,UChkuuJ2Z3v9Tg-LOb2khlrA,"Cersei: please fix the roof, Dany...",Ugx0q73xhUBSIhiTNoJ4AaABAg,0,0,2019-04-10T12:33:22.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
El Niperoo 23,UCz_clweCpz-NDaf3Qys3eYA,Cersei is such a cunt.,Ugz6YOKt_fpCKXK-3Rt4AaABAg,0,0,2019-04-10T12:07:37.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
STONECOLD1988,UCZD8raIKm0NaqG9E1pFkT3A,At 2:04 how I’m a be soon as the episode is able to be watched on hbo on April 14,UgwsPJaGOyvgicdUQ-l4AaABAg,0,0,2019-04-10T10:18:23.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
yasminetaeler,UC3mOnKDRC8ReoC6ZCOwmRPw,"Cersei should have acted better here , scared, shocked, surprised ... this didn't look realistic.",UgyKzG-HxV688E1X2nV4AaABAg,0,0,2019-04-10T00:03:14.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
david fortuin,UC28zkoifdC2rSbJoLlepxdw,Dany like a boss.,UgwDRsSKvf0Md_opMex4AaABAg,0,0,2019-04-09T14:13:55.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
ninja l,UCVYlcILddAF2nZPQS6OW8jw,There should be 3 dragons😭,UgyTjfguMOSnqP7Ig7J4AaABAg,1,0,2019-04-09T05:53:15.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
jean norton,UCflza9Og8SkRRVcEVhMHUxQ,Danny dropped the mic.!,UgzBXZgH8SUKIfMvslR4AaABAg,0,0,2019-04-08T15:51:17.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Yao Gaui,UCkF2cff9KtecfDeYgZnS1VA,"wow, last time Jaimie met drogon he almost got scorched... ._.",UgzsBFb8rJytZXKVgrd4AaABAg,0,0,2019-04-06T10:48:26.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
David Fischer,UCGdDHhJ7LZ7gb6lHk63YFyQ,"as much as i like this, have they ever explained how daenerys feeds her fucking dragons? even if they only eat about 200 pounds a day, you can't simply have that much animals to kill over and over again",Ugx2zUtkB4YRJ_0Nm_N4AaABAg,0,0,2019-04-06T06:14:55.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Alex Harrison,UCcYLJIKBqZNo0kZGOCV3hPQ,"Cersi: I have the mountain 
Danerys: I have a dragon",UgwnZP9hHQ1d5KmEELN4AaABAg,0,0,2019-04-05T23:07:07.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Nurse Jen,UC99X4Brp_5z1P-Aw5Rq-tBQ,Is it wrong that my favourite characters in GOT are CGI ?,UgycPyoVl-iSc3AnsJt4AaABAg,0,0,2019-04-05T20:02:42.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Lucas Mitchell,UC2eV2FBnFJJYUi83HJzl6GQ,A great entrance u guys,Ugxwmkc9zprDCWMhQjB4AaABAg,0,0,2019-04-04T11:17:24.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Dumebi Ogwu,UCkRtnz4pwdTa-Lbxbj97Z_g,"She remembers what the witch said to her:...another comes, younger more beautiful to take all you hold dear.",UgxTOWFbpjc8HibNeUJ4AaABAg,2,0,2019-04-03T08:03:04.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
EDILSON MASCARENHAS SANTOS,UCuMYT3P54KFAz5sl7wSPCuA,"Essa entrada dela nessa criatura é simplesmente fantástica, encheu o coração dos inimigos de pavor!!!",UgxU1Iu3hOUPDNZdAdx4AaABAg,0,0,2019-04-02T11:36:03.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Christy Downs,UCqiM3LWySDJlT9xC6fQ-LXw,Is it just me or does Drogon look directly at Cersei at 1:34 as if he knows that she's the enemy?,UgxCnYhbkgwlZoPhd1F4AaABAg,0,0,2019-03-30T12:15:42.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
amogh shettar,UC8u50-cUNPkz3F50VEPdb6g,Its like bringing lambo to party,Ugy4nKWpikuKkrKPuVB4AaABAg,0,0,2019-03-28T18:04:24.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Ahmed Rafid,UC8j0D2jUdSx6DJwFfBUTVYQ,"Nobody :

Cersie : You're late.",Ugy1gkot8Ogvm-RCsJJ4AaABAg,0,0,2019-03-26T09:11:26.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Jessica Lopez,UC8wDxRi5nCmxoNDxW1f2QgQ,I’m mad they gave Cersei such a boring reaction to the dragons,Ugyx9NvBpjQUpkMrnHt4AaABAg,0,0,2019-03-26T06:59:41.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Chris Prusinowski,UCFf7vlDtARiF6Q4KMTVe4eA,If Drogon ends up living all the way through season 8 he would end up being bigger and more legendary than Balerion.,UgyRU54dbtJMtIrGAeJ4AaABAg,0,0,2019-03-25T15:38:15.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
jorgelina Quiroga,UCbR1GnZHZVFRkVy94bRjcwg,A eso lo llamo aparecer con estilo,UgyNqV-r6O4hx7VZThB4AaABAg,0,0,2019-03-25T06:44:07.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
tallywacker_,UCY4Vy5YZoOrwgQdi-f6ekDQ,"this always makes me think back to the quote said in Harry Potter..

‘You may not like him Cersei, but you can’t deny. Daenerys has got styleeeee’",Ugw9q6ToulDKXdxCCI94AaABAg,0,0,2019-03-24T00:28:07.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Pie Mully,UCGpvvtW5Iqk5YcskgQGR0gw,"What was that look Brienne and Jaime shared at 0:17? Also, Cersei clearly caught it.",UgwFtqEAIqWcwQLq2FZ4AaABAg,0,0,2019-03-23T19:48:52.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Torrie,UCmOJM9Tawb4XzfXYnvmx1LQ,She knows how to make an entrance,UgzENNHhon5VDaFTQpJ4AaABAg,0,0,2019-03-21T20:30:41.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Barry Young,UCQg-Aq2c-uRp_MOGKGp6vHg,The look on Cersei's face at 1:18 says it all - she knows she cant beat Danerys,Ugym2mSj-mdhFM0UVq94AaABAg,0,0,2019-03-21T13:10:19.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
sarah amina,UCQDI0NufLRAOAsWDVs3MWIA,Cersei has balls to say we have been waiting for sometime 🤣,UgxWMlCLEiL-5ZXnehd4AaABAg,0,0,2019-03-21T02:19:26.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Raposa,UC29hfHAw3a2__14r4pPjBQA,the start is soooooooo awkward. love this scene,UgyKYD5atbvjQ-qnmPF4AaABAg,0,0,2019-03-19T17:38:23.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Tricia Clarke,UCkFVRzxjh53t6Dk5JkcyHrw,Love the sound of Drogon feet,UgzeOd1BRslSapNE5_F4AaABAg,0,0,2019-03-18T21:53:56.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Jamshaid Mushtaq,UCcK1TJQHw0Xa8F9UG7saY6w,I would like to see Drogon grow as large as Balerion the Dread,UgzoZynGYxIJ-GC84DJ4AaABAg,0,0,2019-03-17T14:36:17.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Loki Ragnarok,UCOP05LnAqXRDNXLXrVsqluA,THinking back on this now Daenerys could have ended all her enemies right there and then!,UgyAyaVeyXE7p0CDJbB4AaABAg,0,0,2019-03-16T04:52:46.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Dhruva Sahani,UCGTQNjsR509l_iB7OCCbKWw,That's a dramatic entrance!,UgyB5vBaLAr8F02Rw-d4AaABAg,0,0,2019-03-16T04:32:16.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Shaun Collins,UCTKusNnsqj7KaksLrH_I4Zw,"cannot see such wings lifting such a creature , unless its an African Dragon offcourse.",UgyqE1-ouEUrdd-rtu94AaABAg,0,0,2019-03-14T21:27:47.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Julz Baby,UCRutylBxx5v4NhoIjoiZrrA,If Drogon dies in the final season I'm gonna go on a rampage!,UgwwCIXW454qbIGO-Hh4AaABAg,0,0,2019-03-13T10:56:04.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
c C,UCdyGwsQHFAfUVlfquvIBXHA,Ugh. She’s that bitch. A power move.,UgzAcl_Eoa_ZI1MCeu94AaABAg,0,0,2019-03-13T05:02:08.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Jecykaaxo,UCv4zHC18EY9AoxLgTah4sGg,When you drop your mom off at her appointments,UgzWSZXzckSK0k8MC954AaABAg,0,0,2019-03-12T17:04:59.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Daniel Mejia,UC4cpcuzfWakZZuJEA7o_gVw,Cersei Is not impressed.,Ugx4A0YMVdvB6585Ixx4AaABAg,0,0,2019-03-12T15:48:04.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Maureen Kitty,UChxs-h6rwXuGAmSnoAZFqBQ,"Jon show be like a Dissertation defence conclusion:
there is only one war the matters. The Great War. And it is here"". Thank you for your attention. If you have any question, please ask, I'll be glad to answer them.",UgwMtEISLxqYGEmKhKB4AaABAg,0,0,2019-03-11T12:24:36.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
EFC497,UCUsYNbPHKQD1RaDyO36fp6Q,I know cersei's the only one who hasn't seen a dragon yet but come on now....we're already in season 7 and they still need to make that cringy dragon riding entrance,Ugw-oNXyG8_wCNZVFHN4AaABAg,0,0,2019-03-11T07:58:21.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Sujit Kumar,UCmUtYQNPd_4aeOriBeY56pA,"Daenerys has made a grand entry, giving the sign to Cersai , I am the queen",UgyrNtleogrD0LXQnp14AaABAg,1,0,2019-03-10T18:49:11.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Stefano Lanzoni,UC34Qckwwqq5oq2RZNpsgKNQ,"Daeny is really stupid. She could arrive with drogon, say dracaris! And the war would ve over. Then take all the armies of westeros against the night king and gg",Ugz3Yz69q5ik0nKQsop4AaABAg,0,0,2019-03-10T17:52:56.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Cathy Winter,UCb5ydp9Gn_g8DrT2KL6hSLg,NOW...THAT'S AN ENTRANCE!,Ugzptw72HGcUSF4oXW94AaABAg,0,0,2019-03-09T17:26:28.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
mdj2742,UCnQOwJwXEBLE_nK960hJigw,Is it possible to love a CGI Dragon more than the actual people? Drogon is everything.,Ugz7JGmFumtvHKD5K_N4AaABAg,1,0,2019-03-09T17:09:55.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Tito Akbar,UCfze8sxtkKKRPgkArLmp0QQ,"Just imagine, the meeting was held in a ballroom..",Ugwtv5488Dh61GYMC3l4AaABAg,1,0,2019-03-09T02:56:07.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
woods565,UCd1F7GVppZeaK74L_CzGr2Q,Jamie having flashbacks,Ugwc0KjsUK0jELDpeWF4AaABAg,0,0,2019-03-08T23:42:00.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Nancy Tennyson,UC7kpihhe2W-HomcEQ9DKPyA,"And her face says it all, ""I'm fucked"" 😂",UgyH2slfVQzBy6zLYXV4AaABAg,0,0,2019-03-08T14:33:20.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
bulletcrisis,UCqThbyqNFza_ovI5x2KKlQw,Sorry I’m late. Traffic. . .,Ugzz6P2IQVpLi3-7Q6l4AaABAg,0,0,2019-03-08T05:55:18.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
lendial,UCZmuvpQ0AWvbsaK9Sqc-_5w,"cersei: try not to be so extra
dany: DRAGONNNNNNSSS",UgwXqvcnsG0nNhpZUhR4AaABAg,0,0,2019-03-07T23:05:41.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
mkhanyisi jaca,UCE5wlLwANUrR_8D2mysDUZA,Ndayithanda kakulu kele scene,Ugz8AHQP6_rgD-uEYOh4AaABAg,0,0,2019-03-07T17:38:06.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
tee kay,UCol22f2LkPFn0egctSHDETg,Jon is like thats my lady.😍,Ugzwdvp2y8T_PaqYUGN4AaABAg,0,0,2019-03-07T14:47:31.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Ringgo Junior,UCuvCBAvEOn3JgK97fM8zjlQ,"Can't get enough of this epic entrance, drogo is like ""hello guys, mom's here, alright? Make a way, no bullsh1t unless you want to get burned!"" Lol...",UgxtlXOPopRfV-IPcN54AaABAg,0,0,2019-03-07T12:56:18.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Shameful Servant,UCOFlTmsIclVFKQsQujdlyFQ,"All hail Hotpie, the one true king of Seven Kingdoms",UgzESLkfP3QEDBlXeXR4AaABAg,1,0,2019-03-07T08:57:11.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Cerberus,UCrJQLDWl-80H8Z3yPwVGQaw,Jon mistake was not inviting Sansa...she is literally more terrifying than Cersei and Daenerys combined.,UgwkXXL8nApzDcRLyPp4AaABAg,0,0,2019-03-05T21:35:20.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Virgo Queen,UCaLiSeWJ2ZMLKd2WOk9bQ1w,TALK ABOUT AN ENTRANCE,UgzxRm-IQA7y-TfpUxh4AaABAg,0,0,2019-03-05T05:48:29.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
William Wetu,UC_DwQ7XYUo7XRZQmZS5J6qA,"Look at how cersei was unmoved by dany's entrance, she dint even move u have to hand it to her as the queen of cool.",Ugx6Ew6i1rLrYMrrtqx4AaABAg,0,0,2019-03-04T16:23:19.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Axrat,UCSUgQqU3s8wBEp3-EIngkDw,Now that! is an entrance.,UgyKzSA7rkCbTN2_5y54AaABAg,0,0,2019-03-03T00:04:52.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
David Fischer,UCGdDHhJ7LZ7gb6lHk63YFyQ,"i get all that ""its so epic"" hype about daenerys, but she just got real lucky to get where she is now. she doesnt die by fire which is something thats no skill, but family genetics. she was gifted with 3 dragons for a wedding present, which is lucky as fuck aswell. the 2 major things that gave her power over others were things she didnt even know how to handle at first, she should have died so many times by now. i do not dislike her character, it just annoys me how overpowered she is presented. thats what most of the audience wants, though. female power and stuff..",UgwSTuI9GuN_FTlo-b54AaABAg,0,0,2019-03-02T11:30:43.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Han,UC65x5gIAzLgKOmXrTb_v-wg,Me when i was 5 minutes late to class! 😂😂,UgyDqG-yns55nv6Pj5Z4AaABAg,0,0,2019-03-02T06:27:17.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
You'll make it,UCmBH1d5hUiEkzRTrq1LM6xA,How much I missed seeing the third dragon here 💔,UgxJW6hlFz8wouFKTD54AaABAg,0,0,2019-03-02T03:04:51.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
alex DobleG,UCluuiSKm2gJBAOu4ZbS1g4w,Cersey face is like my ass when I shit,UgzxlB_QXRbuYUCBsPB4AaABAg,0,0,2019-03-02T02:44:42.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Xsanther,UC2Xke0sjojz7Y9hv5khUxmg,"Now imagine in the upcoming season after the night kings destroys the north completely and danny and her alliance flee to the south (kings landing).
Then they arrange a meeting with the night king in the this exact same spot and he comes with his dragons (assuming he will kill another dragon in the north battle). 
now that would be epic !!",UgySxBLHRl-hkGbuTaF4AaABAg,0,0,2019-03-01T23:51:12.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Tookie Jackson,UCGmvhcm7iD6sSUZI0QJKVew,daenerys: Flies in on the back of dragon. Casually sits down.,UgwmSCxl7A3sygPV-lJ4AaABAg,0,0,2019-03-01T17:13:19.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Mark Hanson,UC1Kc2HWmFLO2kv3y4R47PmA,This season writing was terrible,UgzGV2u_UqmXlyo6feR4AaABAg,0,0,2019-03-01T07:55:24.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Tufan Kılınç,UCjgUs7IjlX3Ae-eGGDb1iHw,Yürü be drogon daşşaklarına beton yetmez,Ugz6-crXDKMSv73Oo-x4AaABAg,0,0,2019-02-28T18:53:41.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Dani cristine,UC7yPK98Y4ExWHE3a6skMTZA,Como chegar em uma reunião : Venha de Dragão e mostre quem manda ❤️,UgwbHa-yMMChnTkk6_94AaABAg,0,0,2019-02-28T14:40:30.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
tjy,UCw1KLkdc8hsXlQOHb7qu_vw,Why they all like wearing uniform?,Ugzj8MMyiTNtwQA5v4B4AaABAg,0,0,2019-02-27T18:47:31.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
